VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_142_6NVT5I72NY	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1137	7637	3037	Omphalotin_B_49-Deacyl,_49,53-di-Ac	9	8.3e-09	1465.88	745.422	255.162	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)CC(=O)N(C)C(C(=O)N(C)C(C(C)C(C)OC(=O)C)C(=O)N(C)C(C(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)N2C(CC3(c4ccccc4NC23)O)C(=O)N(C)C(C(C)C)C(=O)N1)OC(=O)C)C(C)(C)O	4.46
spectra-00000_PSM_143_K0KBI33HQL	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1098	7402	1989	Omphalotin_B_Omphalotin_B	9	8.6e-09	1481.91	723.408	253.927	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)CC(=O)N(C)C(C(=O)N(C)C(C(C)C(C)OC(=O)CC(C)(C)O)C(=O)N(C)C(C(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)N2C(CC3(c4ccccc4NC23)O)C(=O)N(C)C(C(C)C)C(=O)N1)O)C(C)(C)O	4.42
spectra-00000_PSM_144_96AAZ8GW0I	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	862	6396	4167	Pyoverdine_III	6	8.7e-09	1286.61	578.312	247.608	M+2H	2	[n+]12c3c(cc(c1NCC[C@H]2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)OC1C)CCCCN)CCCN(C=O)O)C)C)CCCCN)CCCN(C=O)O)CC(=O)N)NC(=O)CCC(=O)N)cc(c(c3)O)O	4.39
spectra-00000_PSM_145_K9VM0MXN4B	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1242	8121	1013	Peptidolipin_F_Peptidolipin_F	7	8.8e-09	781.459	801.47	228.476	M+H	1	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	6.25
spectra-00000_PSM_146_DSLZ550BTN	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	859	6389	855	Katanosin_A_Katanosin_A	9	9.1e-09	1261.7	576.806	249.957	M+2H	2	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC1C(c2ccccc2)OC(=O)C(CO)NC(=O)C(C(C(=N)O)O)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(C(C)C)O)NC1=O)N	4.35
spectra-00000_PSM_147_SWRNF4S6AX	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	692	5752	3939	Epidermidin	8	9.5e-09	1099.56	525.731	220.606	M+2H	2	N1C(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C1=O)CC(C)C)CO)CCC(=O)O)CC(=O)O)C)CCCN)CCCNC(=N)N)C(C)C)C(O)C	4.31
spectra-00000_PSM_148_5FMWSC9QC1	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	394	3890	1609	Guineamide_E_Guineamide_E	7	9.7e-09	741.431	400.23	186.517	M+2H	2	CCCC1C(C)(C)C(=O)OC(C(C)C)C(=O)NC(C)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)O1	4.27
spectra-00000_PSM_149_EIBBRWFH5D	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	484	4595	1013	Peptidolipin_F_Peptidolipin_F	8	9.7e-09	781.459	439.228	166.258	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	4.24
spectra-00000_PSM_150_4TBCKGZLPX	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1028	7082	2900	Lyngbyazothrin_C_5''-Deacyl	9	9.7e-09	1312.69	682.608	165.943	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(CCc2ccc(cc2)OC)C(=O)N2CCCC2C(=O)NC(CC(CC(C(CC(C)C)O)O)O)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)N2CCCC2C(=O)N1)O	4.20
spectra-00000_PSM_151_LU6VT79UEU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1262	8215	1676	Antibiotic_A_54145_Antibiotic_A_54145F	9	1.0e-08	1629.75	816.396	234.149	M+2H	2	CC(C)CCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)O)C(=O)NC(C(C(=N)O)O)C(=O)NC1C(C)OC(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=N)O)NC(=O)CNC(=O)C(C(C(=O)O)OC)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)CN(C)C1=O	4.17
spectra-00000_PSM_152_9P7EJ0Y5WA	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	952	6811	4032	Pseudomycin-C'	8	1.0e-08	1234.62	640.837	247.22	M+2H	2	C1(NC(=O)/C(=C\C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(O)CCCCCCCCCCCCC)COC(=O)C(NC1=O)C(O)CCl)CCN)CC(=O)O)CCCCN)CCN)C(O)C)C(C(=O)O)O	4.13
spectra-00000_PSM_153_96AGFBJPEJ	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1356	8660	1749	Talaromin_A_Talaromin_A	7	1.1e-08	763.39	895.451	184.21	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)Nc2ccccc2C(=O)NC(C(C)C)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N1	6.06
spectra-00000_PSM_154_4CAAJ2G9ER	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	660	5549	1561	Plusbacin_A_10-Deoxy	8	1.1e-08	1113.56	512.237	163.322	M+2H	2	CCCCCCCCCCCC1CC(=O)NC(C(C)O)C(=O)NC(C)C(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C(=O)O)O)C(=O)NC(CO)C(=O)N2CCC(C2C(=O)NC(C(C(=O)O)O)C(=O)O1)O	4.88
spectra-00000_PSM_156_EOSTBV0ARP	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1282	8293	206	Antibiotic_A_54145_3-Demethoxy,_3'''-deoxy	8	1.2e-08	1611.78	829.757	168.991	M+2H	2	CCC(C)CCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=N)O)C(=O)NC1C(C)OC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=N)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)CN(C)C1=O	4.84
spectra-00000_PSM_157_0O6K8G4FAW	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	865	6408	2078	Wewakazole_Wewakazole	10	1.2e-08	1140.54	581.329	234.363	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	4.80
spectra-00000_PSM_158_HT3UPWLF5K	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	998	6979	2378	Puwainaphycin_A_Puwainaphycin_A	9	1.2e-08	1234.72	667.34	197.465	M+2H	2	CCCCC(=O)CCCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NC(CCC(=N)O)C(=O)NCC(=O)NC(C(C)OC)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O	4.76
spectra-00000_PSM_159_DEGAIYCUCE	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	879	6519	791	Kahalalide_P_4'-Deoxy	10	1.2e-08	1301.73	589.86	276.549	M+2H	2	CC(C)CCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)O1	4.72
spectra-00000_PSM_160_E6JRLQPHYQ	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1131	7569	1762	Lyngbyazothrin_C_Lyngbyazothrin_C	9	1.3e-08	1531.78	741.381	263.2	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(CCc2ccc(cc2)OC)C(=O)N2CCCC2C(=O)NC(CC(CC(C(CC(C)C)O)O)OC(=O)C(Cc2ccc(cc2)O)N(C)C(=O)C)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)N2CCCC2C(=O)N1)O	4.69
spectra-00000_PSM_161_VPPAGFA7GL	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	984	6934	1761	Verrucamides_Verrucamide_C	11	1.3e-08	1400.83	661.374	241.492	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(CO)C(=O)N1C	4.65
spectra-00000_PSM_162_SPWXVQ753T	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1503	9585	1408	Laxaphycin_B_104R-Hydroxy	7	1.3e-08	1410.83	1339.76	353.065	M+H	1	CCCCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)O)C(=O)N2CC(CC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1)O	5.88
spectra-00000_PSM_163_UYD5AL2FNF	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1325	8527	4893	discodermin_E	7	1.4e-08	1708.82	870.456	215.724	M+2H	2	C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)NC1C(=O)N([C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](CC(=O)N)C(=O)N(CC(=O)O[C@@H]1C)C)CCC(=O)N)C)CS(=O)(=O)[O-])CCCNC(=[NH2+])N)CC(=O)c1ccccc1N)C(C)(C)C)C(C)(C)C)Cc1ccccc1)C	4.62
spectra-00000_PSM_164_5F50MUM9R6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	948	6777	2079	Tyrocidine_Tyrocidine_A	9	1.5e-08	1269.65	636.359	230.99	M+2H	2	CC(C)CC1C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=N)O)C(=O)NC(CCC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)C)C(=O)NC(CCCN)C(=O)N1	4.58
spectra-00000_PSM_165_ARPWHIA84N	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	903	6603	3471	E'aspartocin_D'	8	1.5e-08	1261.62	601.318	160.728	M+2H	2	CC(CCCC/C=C\CC(=O)N[C@H](C(=O)N[C@H]1[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C1=O)CCCC2)[C@@H](C(=O)O)C)CC(=O)O)CC(=O)O)[C@H](N)C)C(C)C)CC(=O)O)C	4.55
spectra-00000_PSM_167_KIAOLX1WE0	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	851	6364	2078	Wewakazole_Wewakazole	10	1.7e-08	1140.54	574.786	68.492	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	5.22
spectra-00000_PSM_168_Z3V7XTVD5N	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1033	7099	4069	Pseudomycin-C	8	1.7e-08	1250.62	685.427	268.5	M+2H	2	C1(NC(=O)/C(=C\C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(C(O)CCCCCCCCCCCC)O)COC(=O)C(NC1=O)C(O)CCl)CCN)CC(=O)O)CCCCN)CCN)C(O)C)C(C(=O)O)O	5.19
spectra-00000_PSM_169_6LED8Y16PK	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	873	6426	4423	phakellistatin_9	9	1.8e-08	1122.65	585.359	197.217	M+2H	2	[C@@H]12N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C(=O)[C@H]5N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc6ccccc6)NC(=O)[C@@H](NC1=O)[C@@H](C)CC)C(C)C)CC(C)C)CCC5)CCC4)Cc1ccc(cc1)O)C(C)C)CCC3)CCC2	5.15
spectra-00000_PSM_170_AGCTL6P7YG	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	558	5016	2683	Vioprolide_A_Vioprolide_A	7	1.8e-08	862.426	474.254	157.544	M+2H	2	CC=C1C(=O)N2CCCCC2C(=O)NC(C(C)O)C(=O)N(C)C(C(C)C)C(=O)OCC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N2C(C)CC2C2=NC(CS2)C(=O)N1)O	5.11
spectra-00000_PSM_171_1IEPSE325M	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1260	8212	3940	axinastatin_3	7	1.8e-08	780.453	815.486	264.169	M+H	1	C1(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](N1)CC(=O)N)CCC2)Cc1ccccc1)[C@H](CC)C)CC(C)C	5.71
spectra-00000_PSM_172_QUOLU6MEBH	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	643	5471	2987	B_12489_B_12489A	8	1.8e-08	1098.64	506.297	248.761	M+2H	2	CC=C1C(=O)NC(CC(C)C)C(=O)NC(CN)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)OC(CCCC(C)C)CC(=O)NC(CN)C(=O)NC(Cc2ccccc2)C(=O)NC(CCN)C(=O)N1	5.07
spectra-00000_PSM_173_N7A7HS0E3F	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	679	5635	2717	Microcystin_2-[2-Amino-3-(4-hydroxy-2-cyclohexen-1-yl)propanoic_acid]_analogue	7	1.8e-08	1048.56	520.274	160.904	M+2H	2	CC(=CC(C)C(Cc1ccccc1)OC)C=CC1C(C)C(=O)NC(CCC(=O)N(C)C(=C)C(=O)NC(C)C(=O)NC(CC2C=CC(CC2)O)C(=O)NC(C(C)C(=O)NC(CCCNC(=N)N)C(=O)N1)C(=O)O)C(=O)O	5.04
spectra-00000_PSM_174_8SKHMRGHPM	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	492	4621	1013	Peptidolipin_F_Peptidolipin_F	7	2.0e-08	781.459	441.307	208.564	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	5.00
spectra-00000_PSM_175_WI5DIXEIS4	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	976	6894	2341	Friulimicin_Friulimicin_A	8	2.0e-08	1288.67	656.353	246.872	M+2H	2	CC(C)CCCCCCC=CCC(=O)NC(CC(=N)O)C(=O)NC1C(C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(C(C)N)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(C(C)C(=O)O)NC(=O)C2CCCCN2C1=O	4.96
spectra-00000_PSM_176_7CQOP8X1AK	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1162	7756	2810	Schizothrin_A_Schizothrin_A	11	2.2e-08	1489.77	758.417	225.85	M+2H	2	CCCC(=O)N(C)C(C)C(=O)OC(CC1C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(CO)C(=O)NC(CCc2ccc(cc2)OC)C(=O)N2CCCC2C(=O)N1)O)CC(C(CC(C)C)O)O	4.93
spectra-00000_PSM_177_MNDC5M1J35	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	678	5634	4195	hymenamide_K	7	2.3e-08	1006.49	520.239	167.525	M+2H	2	[C@@H]1(C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCCN)Cc1c3c([nH]c1)cccc3)CCC2)C(C)C)C	4.90
spectra-00000_PSM_178_180IVT14QW	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1029	7085	4069	Pseudomycin-C	8	2.3e-08	1250.62	683.323	219.39	M+2H	2	C1(NC(=O)/C(=C\C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(C(O)CCCCCCCCCCCC)O)COC(=O)C(NC1=O)C(O)CCl)CCN)CC(=O)O)CCCCN)CCN)C(O)C)C(C(=O)O)O	4.86
spectra-00000_PSM_179_LOM7COZC9C	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1177	7870	4023	phakellistatin_2	6	2.4e-08	827.458	768.423	157.582	M+H	1	[C@H]12N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@@H](NC2=O)Cc2ccc(cc2)O)CCC3)Cc2ccccc2)[C@@H](C)CC)[C@@H](C)CC)CCC1	5.56
spectra-00000_PSM_180_DM1EAJS5XM	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	516	4803	1013	Peptidolipin_F_Peptidolipin_F	8	2.5e-08	781.459	456.281	259.613	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	4.83
spectra-00000_PSM_181_HCDZZ3YGUE	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1038	7123	3926	Xenobovid_A	6	2.5e-08	765.5	687.391	241.45	M+H	1	C1(=O)[C@H]([C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N1)C)CC(C)C)CC(C)C)CC(C)C)CC(C)C)C)C)NC(=O)CCC	5.41
spectra-00000_PSM_182_ATI7QAKQM9	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	888	6545	1667	Aeruginazole_A_Aeruginazole_A	9	2.6e-08	1155.41	592.308	293.479	M+2H	2	CC(C)CC1c2nc(cs2)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC(=N)O)c2nc(cs2)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)c2nc(cs2)C(=O)N1	4.79
spectra-00000_PSM_183_4N5QQBELKX	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1089	7311	548	Serinocyclin_A_4''-Deoxy	6	2.6e-08	656.313	718.377	237.403	M+H	1	C(CCN)CC1C(=O)NCCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC2(CC2)C(=O)N2CC(CC2C(=O)NC(CO)C(=O)N1)O	5.26
spectra-00000_PSM_184_UY1GA15247	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	500	4661	3791	Phakellistatin_13	6	2.7e-08	798.406	446.296	68.808	M+2H	2	N12C(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)CCC3)C(O)C)CC(C)C)Cc1c[nH]c2c1cccc2	4.76
spectra-00000_PSM_185_K7QZKCHBRE	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1086	7285	1565	Antibiotic_Bu_2841-08_Antibiotic_Bu_2841-08	9	2.9e-08	1462.71	713.311	206.581	M+2H	2	CCCCCCCC(CC(=O)NC(CO)C(=O)NC1C(C)OC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CC(=N)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CCN)NC1=O)O	4.73
spectra-00000_PSM_186_5ML8GMAM7C	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	944	6761	2078	Wewakazole_Wewakazole	9	2.9e-08	1140.54	631.326	164.642	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	4.70
spectra-00000_PSM_187_M4T34HWNWG	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	638	5452	1090	Microcystin_Microcystin_LAba	7	2.9e-08	923.5	503.769	173.308	M+2H	2	CC(C)CC1C(=O)NC(C(C)C(=O)NC(C)(C)C(=O)NC(C=CC(=CC(C)C(Cc2ccccc2)OC)C)C(C)C(=O)NC(CCC(=O)N(C)C(=C)C(=O)NC(C)C(=O)N1)C(=O)O)C(=O)O	4.67
